id,label,title,color,size,type,in_degree,out_degree
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_listing_py.html,z_dca5a791c038c51a_test_backup_listing_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_listing_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_manager_py.html,z_dca5a791c038c51a_test_backup_manager_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_manager_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_restore_py.html,z_dca5a791c038c51a_test_backup_restore_py.html,tests/coruja/htmlcov/z_dca5a791c038c51a_test_backup_restore_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dca5a791c038c51a___init___py.html,z_dca5a791c038c51a___init___py.html,tests/coruja/htmlcov/z_dca5a791c038c51a___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_df4098cc7ed7c771_analyzer_py.html,z_df4098cc7ed7c771_analyzer_py.html,tests/coruja/htmlcov/z_df4098cc7ed7c771_analyzer_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_df4098cc7ed7c771_generator_py.html,z_df4098cc7ed7c771_generator_py.html,tests/coruja/htmlcov/z_df4098cc7ed7c771_generator_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_df4098cc7ed7c771_main_py.html,z_df4098cc7ed7c771_main_py.html,tests/coruja/htmlcov/z_df4098cc7ed7c771_main_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_df4098cc7ed7c771_renderer_py.html,z_df4098cc7ed7c771_renderer_py.html,tests/coruja/htmlcov/z_df4098cc7ed7c771_renderer_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_df4098cc7ed7c771___init___py.html,z_df4098cc7ed7c771___init___py.html,tests/coruja/htmlcov/z_df4098cc7ed7c771___init___py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dfc7dc5a1049a93a_service_py.html,z_dfc7dc5a1049a93a_service_py.html,tests/coruja/htmlcov/z_dfc7dc5a1049a93a_service_py.html,#1f77b4,10,html,0,0
tests/coruja/htmlcov/z_dfc7dc5a1049a93a___init___py.html,z_dfc7dc5a1049a93a___init___py.html,tests/coruja/htmlcov/z_dfc7dc5a1049a93a___init___py.html,#1f77b4,10,html,0,0
